label,message,clean_text
ham,Gud mrng dear hav a nice day,gud mrng dear hav nice day
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,this hoping you enjoyed your game yesterday sorry i ve not been touch but pls know that you fondly bein thot off have great week abiola
ham,All e best 4 ur driving tmr :-),all e best number ur driving tmr
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,y where u dogbreath its just sounding like jan c that s al
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,omg i want scream i weighed myself i lost more weight woohoo
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,there generally isn t one it s uncountable noun u dictionary pieces research
ham,it's really getting me down just hanging around.,it s really getting me down just hanging around
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",orange customer you may now claim your free camera phone upgrade your loyalty call now number number number offer ends thmarch t c s apply opt out availa
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,petey boy whereare you me all your friendsare thekingshead come down if you canlove nic
ham,Ok i msg u b4 i leave my house.,ok i msg u b i leave my house
ham,Gimme a few was  &lt;#&gt;  minutes ago,gimme few was lt gt minutes ago
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",last chance claim ur number worth discount vouchers today text shop number now savamob offers mobile t cs savamob pobox m uz number number sub number
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,appt lt time gt am not my fault u don t listen i told u twice
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free st week no nokia tone number ur mobile every week just txt nokia number get txting tell ur mates url pobox number w wq number norm p tone
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,you have won guaranteed number award even number cashto claim ur award call free number number number stop getstop number php rg jx
ham,K I'll be there before 4.,k i ll be there before number
ham,I dled 3d its very imp,i dled d its very imp
ham,"sure, but make sure he knows we ain't smokin yet",sure but make sure he knows we ain t smokin yet
ham,Boooo you always work. Just quit.,boooo you always work just quit
ham,I am taking half day leave bec i am not well,i am taking half day leave bec i am not well
ham,Ugh I don't wanna get out of bed. It's so warm.,ugh i don t wanna get out bed it s so warm
ham,S:)s.nervous  &lt;#&gt; :),s s nervous lt gt
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,so there s ring that comes guys costumes it s there so they can gift their future yowifes hint hint
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded either number cd gift vouchers free entry number our number weekly draw txt music number tncs url
ham,I borrow ur bag ok.,i borrow ur bag ok
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",u were outbid by simonwatson shinco dvd plyr number bid again visit sms ac smsrewards number end bid notifications reply end out
ham,Where's my boytoy? I miss you ... What happened?,where s my boytoy i miss you what happened
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",he has lots used ones babe but model doesn t help youi have bring it over he ll match it up
ham,Also are you bringing galileo or dobby,also you bringing galileo dobby
ham,Then why you not responding,then why you not responding
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,boo babe u enjoyin yourjob u seemed number b gettin well hunny hope ure ok take care i llspeak u soonlots loveme xxxx
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshine how s my boytoy does he crave me yet ache fuck me sips cappuccino i miss you babe teasing kiss
ham,On the road so cant txt,road so cant txt
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",smsservices yourinclusive text credits pls goto url login qxj unsubscribe stop no extra charge help number comuk number cm ae
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,p number alfie moon s children need song ur mob tell ur m s txt tone charity number nokias poly charity polys zed number profit number charity
ham,Have a good evening! Ttyl,have good evening ttyl
ham,Hmm .. Bits and pieces lol ... *sighs* ...,hmm bits pieces lol sighs
ham,Hahaha..use your brain dear,hahaha use your brain dear
ham,Hey. You got any mail?,hey you got any mail
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",sorry light turned green i meant another friend wanted lt gt worth but he may not be around
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,thanks yesterday sir you have been wonderful hope you enjoyed burial mojibiola
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u have secret admirer reveal who thinks u r so special call number opt out reply reveal stop number number per msg recd cust care number
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,hi mate its rv did u hav nice hol just message number say hello coz haven t sent u number ages started driving so stay off roads rvx
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",dear voucher holder claim this weeks offer you pc please go url ts cs apply stop texts txt stop number
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",thank you so much when we skyped wit kz sura we didnt get pleasure your company hope you good we ve given you ultimatum oh we countin down aburo enjoy this message i sent days ago
ham,Surely result will offer:),surely result will offer
ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning my dear have great amp successful day
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,do you want number anytime any network mins number text new video phone only five pounds per week call number reply delivery tomorrow
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",sir i have been late paying rent past few months had pay lt gt charge i felt it would be inconsiderate me nag about something you give great cost yourself that s why i didnt speak up i however am recession wont be able pay charge this month hence my askin well ahead month s end can you please help thanks
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,we tried contact you re our offer new video phone number anytime any network mins half price rental camcorder call number reply delivery wed
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,last chance number claim ur number worth discount vouchers text yes number now savamob member offers mobile t cs number number number sub number remove txt x stop
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,i luv u soo much u don t understand how special u r number me ring u morrow luv u xxx
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",pls send me comprehensive mail about who i m paying when how much
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,our prashanthettan s mother passed away last night pray her family
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",urgent call number from your landline your complimentary number ibiza holiday number number cash await collection sae t cs po box number sk wp number ppm number
ham,K.k:)when are you going?,k k when you going
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,meanwhile shit suite xavier decided give us lt gt seconds warning that samantha was coming over playing jay s guitar impress her some shit also i don t think doug realizes i don t live here anymore
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,my stomach has been thru so much trauma i swear i just can t eat i better lose weight
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,i am office whats matter msg me now i will call you break
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",yeah there s barely enough room two us x has too many fucking shoes sorry man see you later
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",today s offer claim ur number worth discount vouchers text yes number now savamob member offers mobile t cs number number number sub number unsub reply x
ham,U reach orchard already? U wan 2 go buy tickets first?,u reach orchard already u wan number go buy tickets first
ham,"I am real, baby! I want to bring out your inner tigress...",i am real baby i want bring out your inner tigress
ham,No da if you run that it activate the full version da.,no da if you run that it activate full version da
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk number u sn lots lovejen xxx
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,stop story i ve told him i ve returned it he s saying i should not re order it
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,talk sexy make new friends fall love worlds most discreet text dating service just text vip number see who you could meet
ham,Going to take your babe out ?,going take your babe out
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,hai ana tomarrow am coming morning lt decimal gt ill be there sathy then we ll go rto office reply me after came home
ham,Spoons it is then okay?,spoons it then okay
ham,Did he just say somebody is named tampa,did he just say somebody named tampa
ham,In work now. Going have in few min.,work now going have few min
ham,Your brother is a genius,your brother genius
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",sorry i guess whenever i can get hold my connections maybe hour two i ll text you
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,did u find out what time bus coz i need sort some stuff out
ham,Dude ive been seeing a lotta corvettes lately,dude ive been seeing lotta corvettes lately
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,congratulations ur awarded either yrs supply cds from virgin records mystery gift guaranteed call number ts cs url number pm approx mins
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",same here but i consider walls bunkers shit important just because i never play peaceful but i guess your place high enough that it don t matter
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private your number account statement number xxxxxx shows number un redeemed s i m points call number identifier code number expires number number number
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello we need some posh birds chaps user trial prods champneys can i put you down i need your address dob asap ta r
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,what do u want xmas how about number free text messages new video phone half price line rental call free now number number find out more
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",well am officially philosophical hole so if u wanna call am home ready be saved
ham,Its going good...no problem..but still need little experience to understand american customer voice...,its going good no problem but still need little experience understand american customer voice
ham,I'll text you when I drop x off,i ll text you when i drop x off
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ugh its been long day i m exhausted just want cuddle up take nap
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,talk yourself atleast once day otherwise you will miss your best friend this world shakespeare shesil lt gt
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",shop till u drop it you either k k number cash number travel voucher call now number ntt po box cr bt fixedline cost ppm mobile vary
ham,Are you in castor? You need to see something,you castor you need see something
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q win top sony dvd player if u know which country liverpool played mid week txt ansr number number number sp tyrone
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,u have secret admirer who looking number make contact u find out who they r reveal who thinks ur so special call number
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,u have secret admirer who looking number make contact u find out who they r reveal who thinks ur so special call number stopsms number
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,reminder you have not downloaded content you have already paid goto url mymoby tv collect your content
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",see i knew giving you break few times woul lead you always wanting miss curfew i was gonna gibe you til one but midnight movie not gonna get out til after number you need come home you need getsleep if anything you need b studdying ear training
ham,I love to give massages. I use lots of baby oil... What is your fave position?,i love give massages i use lots baby oil what your fave position
ham,Dude we should go sup again,dude we should go sup again
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,yoyyooo u know how change permissions drive mac my usb flash drive
ham,Gibbs unsold.mike hussey,gibbs unsold mike hussey
ham,I like to talk pa but am not able to. I dont know y.,i like talk pa but am not able i dont know y
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,y dun cut too short leh u dun like ah she failed she s quite sad
ham,You unbelievable faglord,you unbelievable faglord
ham,Wife.how she knew the time of murder exactly,wife how she knew time murder exactly
ham,Why do you ask princess?,why do you ask princess
ham,I am great princess! What are you thinking about me? :),i am great princess what you thinking about me
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,nutter cutter ctter cttergg cttargg ctargg ctagg ie you
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,it s ok i noe u re busy but i m really too bored so i msg u i oso dunno wat colour she choose number me one
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,doesn t g have class early tomorrow thus shouldn t be trying smoke lt gt
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",superb thought be grateful that u dont have everything u want that means u still have opportunity be happier tomorrow than u today
ham,Hope you are having a good week. Just checking in,hope you having good week just checking
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",i m used it i just hope my agents don t drop me since i ve only booked few things this year this whole me boston them nyc was experiment
ham,"Thursday night? Yeah, sure thing, we'll work it out then",thursday night yeah sure thing we ll work it out then
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",your free ringtone waiting be collected simply text password mix number verify get usher britney fml po box number mk h ppw number
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,probably money worries things coming due i have several outstanding invoices work i did two three months ago
ham,How is it possible to teach you. And where.,how it possible teach you where
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",i wonder if your phone battery went dead i had tell you i love you babe
ham,Lovely smell on this bus and it ain't tobacco... ,lovely smell this bus it ain t tobacco
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",we re all getting worried over here derek taylor have already assumed worst
ham,Hey what's up charles sorry about the late reply.,hey what s up charles sorry about late reply
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",all lastest from stereophonics marley dizzee racal libertines strokes win nookii games flirt click themob wap bookmark text wap number
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,i ll give her once i have it plus she said grinule greet you whenever we speak
ham,WHITE FUDGE OREOS ARE IN STORES,white fudge oreos stores
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",january male sale hot gay chat now cheaper call number national rate from number p min cheap number p min peak stop texts call number p min
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,my love how come it took you so long leave zaher s i got your words ym was happy see them but was sad you had left i miss you
ham,I am sorry it hurt you.,i am sorry it hurt you
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,can t i feel nauseous i m so pissed i didn t eat any sweets all week cause today i was planning pig out i was dieting all week now i m not hungry
ham,Ok lor but not too early. Me still having project meeting now.,ok lor but not too early me still having project meeting now
ham,"Call me da, i am waiting for your call.",call me da i am waiting your call
ham,I could ask carlos if we could get more if anybody else can chip in,i could ask carlos if we could get more if anybody else can chip
ham,Was actually about to send you a reminder today. Have a wonderful weekend,was actually about send you reminder today have wonderful weekend
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",when people see my msgs they think iam addicted msging they wrong bcoz they don t know that iam addicted my sweet friends bslvyl
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,hey you gave them your photo when you registered driving ah tmr wanna meet yck
ham,Dont talk to him ever ok its my word.,dont talk him ever ok its my word
ham,When u wana see it then,when u wana see it then
ham,On ma way to school. Can you pls send me ashley's number,ma way school can you pls send me ashley s number
ham,It shall be fine. I have avalarr now. Will hollalater,it shall be fine i have avalarr now will hollalater
ham,She went to attend another two rounds today..but still did't reach home..,she went attend another two rounds today but still did t reach home
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,actually i deleted my old website now i m blogging magicalsongs blogspot com
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",k wait chikku il send aftr lt gt mins
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,but i m diet i ate number too many slices pizza yesterday ugh i m always diet
ham,K:)i will give my kvb acc details:),k i will give my kvb acc details
ham,Oh all have to come ah?,oh all have come ah
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money you r lucky winner number claim your prize text money number number over million give away ppt x normal text rate box w t jy
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),i m really sorry i won t b able number do this friday hope u can find alternative hope yr term s going ok
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,congratulations ore mo owo re wa enjoy it i wish you many happy moments fro wherever you go
ham,So do you have samus shoulders yet,so do you have samus shoulders yet
ham,What time you think you'll have it? Need to know when I should be near campus,what time you think you ll have it need know when i should be near campus
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear matthew please call number from landline your complimentary number lux tenerife holiday number cash await collection ppm sae t cs box sk xh
ham,Then dun wear jeans lor...,then dun wear jeans lor
ham,"Since when, which side, any fever, any vomitin.",since when which side any fever any vomitin
ham,K:)k.are you in college?,k k you college
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgent call number from landline your complimentary number tenerife holiday number number cash await collection sae t cs box number hp yf ppm number
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,better made up friday stuffed myself like pig yesterday now i feel bleh but least its not writhing pain kind bleh
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),no we sell it all so we ll have tons if coins then sell our coins someone thru paypal voila money back life pockets
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyre doing it lots places only hospitals medical places safe
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),how about getting touch folks waiting company just txt back your name age opt enjoy community p sms
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,also i ve sorta blown him off couple times recently so id rather not text him out blue looking weed
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",i sent my scores sophas i had do secondary application few schools i think if you thinking applying do research cost also contact joke ogunrinde her school one me less expensive ones
ham,I cant wait to see you! How were the photos were useful? :),i cant wait see you how were photos were useful
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance currently number pounds maximize ur cash now send go number only p msg cc number po box number number tcr w
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,hey i booked kb sat already what other lessons we going ah keep your sat night free we need meet confirm our lodging
ham,Chk in ur belovd ms dict,chk ur belovd ms dict
ham,Is that what time you want me to come?,that what time you want me come
ham,"Awesome, lemme know whenever you're around",awesome lemme know whenever you re around
ham,Shb b ok lor... Thanx...,shb b ok lor thanx
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",beautiful truth against gravity read carefully our heart feels light when someone it but it feels very heavy when someone leaves it good night
ham,Also remember to get dobby's bowl from your car,also remember get dobby s bowl from your car
spam,Filthy stories and GIRLS waiting for your,filthy stories girls waiting your
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sorry i now then c ur msg yar lor so poor thing but only number one night tmr u ll have brand new room number sleep
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love isn t decision it s feeling if we could decide who love then life would be much simpler but then less magical
ham,Welp apparently he retired,welp apparently he retired
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,my sort code acc no bank natwest can you reply confirm i ve sent this right person
ham,Where @,where
ham,U sure u can't take any sick time?,u sure u can t take any sick time
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent we trying contact u todays draw shows that you have won number prize guaranteed call number from land line claim m valid hrs only
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp eve had go temple amp church what about u
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,yo chad which gymnastics class do you wanna take site says christians class full
ham,Are you this much buzy,you this much buzy
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,better still can you catch her let ask her if she can sell lt gt me
ham,I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu i know only about noon menu
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,what do u want when i come back beautiful necklace as token my heart you thats what i will give but only my wife my liking be that see no one can give you that dont call me i will wait till i come
ham,Are you willing to go for aptitude class.,you willing go aptitude class
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",it wont b until number number as trying number sort house out that ok
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",yar lor he wan number go c horse racing today mah so eat earlier lor i ate chicken rice u
ham,"Haha awesome, omw back now then",haha awesome omw back now then
ham,Yup i thk so until e shop closes lor.,yup i thk so until e shop closes lor
ham,what is your account number?,what your account number
ham,Eh u send wrongly lar...,eh u send wrongly lar
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,hey no i ad crap nite was borin without ya number boggy me u boring biatch thanx but u wait til nxt time il ave ya
ham,Ok i shall talk to him,ok i shall talk him
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,dont hesitate you know this second time she has had weakness like that so keep i notebook what she eat did day before if anything changed day before so that we can be sure its nothing
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey you can pay salary de only lt gt
ham,Another month. I need chocolate weed and alcohol.,another month i need chocolate weed alcohol
ham,If he started searching he will get job in few days.he have great potential and talent.,if he started searching he will get job few days he have great potential talent
ham,Reckon need to be in town by eightish to walk from * carpark.,reckon need be town by eightish walk from carpark
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congrats number mobile g videophones r yours call number now videochat wid your mates play java games dload polyph music noline rentl
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,look fuckin time what fuck you think up
ham,Yo guess what I just dropped,yo guess what i just dropped
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlos says he ll be mu lt gt minutes
ham,I'm in office now . I will call you  &lt;#&gt;  min:),i m office now i will call you lt gt min
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",geeee i miss you already you know your all i can think about fuck i can t wait till next year when we will be together loving kiss
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",yun ah ubi one say if wan call by tomorrow call number look irene ere only got bus number number number number number ubi cres ubi tech park ph st wkg days n
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh gotta drive back sd from la my butt sore
ham,26th OF JULY,th july
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi im having most relaxing time ever we have get up am every day was party good other night i get home tomorrow ish
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,up wan come then come lor but i din c any stripes skirt
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
ham,"I can't, I don't have her number!",i can t i don t have her number
ham,Change again... It's e one next to escalator...,change again it s e one next escalator
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,yetunde i m class can you not run water it make it ok pls now
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,not lot has happened here feels very quiet beth her aunts charlie working lots just me helen mo how have you been
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,then wait number me bus stop aft ur lect lar if i dun c then i go get my car then come back n pick
ham,"Aight will do, thanks again for comin out",aight will do thanks again comin out
ham,No..but heard abt tat..,no but heard abt tat
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative freephone number number number between am pm as you have won guaranteed number cash number prize
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes he really great bhaji told kallis best cricketer after sachin world very tough get out
ham,&lt;#&gt;  am I think? Should say on syllabus,lt gt am i think should say syllabus
